0 0 4 0
0 4 4 2.75412e-16
0 8 4 0
0 12 4 0
0 16 4 0
0 20 4 2.74106e-16
0 24 4 0
0 28 4 0
0 32 4 -2.73479e-16
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 0
0 52 4 2.75084e-16
0 56 4 2.75362e-16
0 60 4 0

4 0 3.86849 0.0179742
4 4 3.87312 -0.0597937
4 8 3.87267 -0.138113
4 12 3.86385 -0.211792
4 16 3.84325 -0.269203
4 20 3.80946 -0.29208
4 24 3.76637 -0.259707
4 28 3.72635 -0.16272
4 32 3.7063 -0.0189795
4 36 3.71497 0.128026
4 40 3.74532 0.234123
4 44 3.78178 0.279613
4 48 3.81287 0.271391
4 52 3.83522 0.227706
4 56 3.8503 0.164914
4 60 3.86083 0.0934314

8 0 3.9955 0.0305686
8 4 4.00296 -0.135747
8 8 4.0024 -0.304536
8 12 3.98219 -0.468076
8 16 3.92558 -0.604172
8 20 3.81783 -0.668949
8 24 3.66572 -0.606118
8 28 3.51668 -0.381316
8 32 3.44652 -0.0343117
8 36 3.49512 0.318953
8 40 3.62666 0.561247
8 44 3.76806 0.648887
8 48 3.8732 0.610941
8 52 3.93534 0.498608
8 56 3.9676 0.352355
8 60 3.98453 0.193625

12 0 4.21623 0.0435405
12 4 4.22858 -0.216836
12 8 4.23252 -0.485696
12 12 4.20376 -0.759984
12 16 4.09845 -1.01226
12 20 3.8673 -1.17393
12 24 3.49423 -1.12098
12 28 3.09275 -0.729585
12 32 2.90371 -0.053185
12 36 3.05452 0.633223
12 40 3.42497 1.05146
12 44 3.7809 1.14412
12 48 4.01174 1.02459
12 52 4.13074 0.807244
12 56 4.18165 0.556563
12 60 4.20292 0.300208

16 0 4.53328 0.0691891
16 4 4.55745 -0.283698
16 8 4.58318 -0.661374
16 12 4.56923 -1.07556
16 16 4.43262 -1.51162
16 20 4.04438 -1.8824
16 24 3.28135 -1.95233
16 28 2.31878 -1.3883
16 32 1.85629 -0.0860689
16 36 2.25543 1.22537
16 40 3.16247 1.83286
16 44 3.89611 1.82933
16 48 4.28974 1.5322
16 52 4.45676 1.15456
16 56 4.50945 0.776263
16 60 4.52149 0.416576

20 0 4.93703 0.105742
20 4 4.9839 -0.320447
20 8 5.06439 -0.791775
20 12 5.13007 -1.355
20 16 5.05379 -2.05172
20 20 4.58104 -2.81794
20 24 3.35605 -3.51716
20 28 0.622518 -1.52975
20 32 0 0
20 36 0.581262 1.38312
20 40 3.15821 3.30642
20 44 4.32236 2.73244
20 48 4.81168 2.09358
20 52 4.95365 1.48928
20 56 4.95554 0.975236
20 60 4.93306 0.525747

24 0 5.39967 0.145927
24 4 5.47842 -0.313306
24 8 5.64797 -0.831105
24 12 5.87736 -1.47925
24 16 6.03891 -2.38117
24 20 5.74943 -3.79033
24 24 0 0
24 28 0 0
24 32 0 0
24 36 0 0
24 40 0 0
24 44 5.22251 3.6066
24 48 5.63363 2.50809
24 52 5.61784 1.72799
24 56 5.50528 1.10935
24 60 5.41397 0.601724

28 0 5.87413 0.183484
28 4 5.98421 -0.253293
28 8 6.25481 -0.739385
28 12 6.69346 -1.33948
28 16 7.30608 -2.1711
28 20 3.05193 -1.18157
28 24 0 0
28 28 0 0
28 32 0 0
28 36 0 0
28 40 0 0
28 44 2.28652 0.921755
28 48 6.63337 2.60548
28 52 6.41452 1.76375
28 56 6.10615 1.12562
28 60 5.91658 0.623622

32 0 6.30791 0.2121
32 4 6.43463 -0.151358
32 8 6.77603 -0.53548
32 12 7.35438 -0.961449
32 16 7.9467 -1.36283
32 20 0 0
32 24 0 0
32 28 0 0
32 32 0 0
32 36 0 0
32 40 0 0
32 44 0 0
32 48 7.42024 2.24536
32 52 7.15662 1.58596
32 56 6.66159 1.02511
32 60 6.38313 0.58979

36 0 6.65513 0.222422
36 4 6.77663 -0.0344128
36 8 7.1306 -0.27959
36 12 7.71143 -0.497509
36 16 7.65839 -0.442562
36 20 0.498397 0.0447892
36 24 0 0
36 28 0 0
36 32 0 0
36 36 0 0
36 40 0 0
36 44 -0.200325 0.0910916
36 48 5.97824 0.876878
36 52 7.64263 1.14528
36 56 7.10142 0.809972
36 60 6.76275 0.500152

40 0 6.89231 0.216657
40 4 6.99175 0.0698702
40 8 7.31688 -0.0434137
40 12 7.81835 -0.103419
40 16 7.09751 0.0724203
40 20 0.9958 0.108359
40 24 0 0
40 28 0 0
40 32 0 0
40 36 0 0
40 40 0 0
40 44 -0.432006 0.369315
40 48 4.93222 0.435426
40 52 7.85932 0.756549
40 56 7.3785 0.583764
40 60 7.02418 0.391276

44 0 7.02023 0.185043
44 4 7.08538 0.139371
44 8 7.36699 0.136321
44 12 7.7954 0.183201
44 16 6.77071 0.361965
44 20 1.60008 0.158113
44 24 -0.0936171 -0.337759
44 28 -0.0821096 -0.13087
44 32 0 0
44 36 -0.0519464 0.355963
44 40 -0.258595 0.578858
44 44 -0.345818 0.342512
44 48 4.53965 0.263695
44 52 7.90751 0.453603
44 56 7.53532 0.369927
44 60 7.17801 0.266298

48 0 7.04805 0.121277
48 4 7.06855 0.165506
48 8 7.29923 0.262797
48 12 7.66579 0.42063
48 16 6.58848 0.664407
48 20 2.17541 0.486796
48 24 -0.0350293 0.286402
48 28 -0.787921 0.856207
48 32 -0.739023 1.90564
48 36 -0.299016 2.54771
48 40 0.226652 2.25268
48 44 0.502824 1.05159
48 48 4.52786 0.275666
48 52 7.91939 0.227283
48 56 7.61984 0.164415
48 60 7.24234 0.122933

52 0 6.98847 0.0100186
52 4 6.95245 0.131963
52 8 7.11306 0.321903
52 12 7.38282 0.609889
52 16 6.31771 1.03547
52 20 2.42826 1.18074
52 24 -0.406424 1.44282
52 28 -1.7652 2.29405
52 32 -1.59865 3.16915
52 36 -0.366092 3.41002
52 40 1.07803 2.81707
52 44 1.99419 1.53831
52 48 4.99653 0.319153
52 52 8.00324 -0.0101824
52 56 7.66217 -0.0722726
52 60 7.23263 -0.0584429

56 0 6.85472 -0.163004
56 4 6.7548 0.0188138
56 8 6.81892 0.277621
56 12 6.91695 0.678252
56 16 5.74604 1.33256
56 20 2.13741 1.97308
56 24 -1.15224 2.72515
56 28 -2.63314 3.57636
56 32 -1.90968 3.86356
56 36 0.0599663 3.45874
56 40 2.13249 2.53662
56 44 3.40848 1.31699
56 48 5.86872 0.0841354
56 52 8.13617 -0.381623
56 56 7.64861 -0.383687
56 60 7.15131 -0.296552

60 0 6.66429 -0.401732
60 4 6.50804 -0.187132
60 8 6.46309 0.0928758
60 12 6.31837 0.534897
60 16 4.84499 1.34259
60 20 1.28325 2.40347
60 24 -2.03497 3.45414
60 28 -2.89453 3.81736
60 32 -1.47798 3.3307
60 36 0.906582 2.43044
60 40 3.20279 1.43729
60 44 4.5371 0.49678
60 48 6.86348 -0.580141
60 52 8.17747 -0.923504
60 56 7.5337 -0.77605
60 60 6.99402 -0.592716

64 0 6.44097 -0.690394
64 4 6.25792 -0.476012
64 8 6.1227 -0.235002
64 12 5.69357 0.160365
64 16 3.74153 1.01841
64 20 0.0710007 2.30389
64 24 -2.51769 3.08549
64 28 -2.39663 2.7329
64 32 -0.511213 1.75379
64 36 1.88054 0.715617
64 40 4.03346 -0.0850275
64 44 5.38515 -0.692732
64 48 7.64348 -1.58446
64 52 7.98231 -1.54535
64 56 7.28352 -1.20471
64 60 6.76367 -0.923206

68 0 6.21112 -0.991827
68 4 6.05137 -0.807248
68 8 5.87333 -0.654428
68 12 5.11973 -0.352534
68 16 2.5422 0.520132
68 20 -0.918777 1.58205
68 24 -2.27625 1.57382
68 28 -1.48926 0.839559
