0	0	1.6515e-06
0	4	1.6515e-06
0	8	1.6515e-06
0	12	1.6515e-06
0	16	1.6515e-06
0	20	1.6515e-06
0	24	1.6515e-06
0	28	1.6515e-06
0	32	1.6515e-06
0	36	1.6515e-06
0	40	1.6515e-06
0	44	1.6515e-06
0	48	1.6515e-06
0	52	1.6515e-06
0	56	1.6515e-06
0	60	1.6515e-06

4	0	1.91186e-05
4	4	1.91186e-05
4	8	1.91186e-05
4	12	1.91186e-05
4	16	1.91186e-05
4	20	1.91186e-05
4	24	1.91186e-05
4	28	1.91186e-05
4	32	1.91186e-05
4	36	1.91186e-05
4	40	1.91186e-05
4	44	1.91186e-05
4	48	1.91186e-05
4	52	1.91186e-05
4	56	1.91186e-05
4	60	1.91186e-05

8	0	0.00015967
8	4	0.00015967
8	8	0.00015967
8	12	0.00015967
8	16	0.00015967
8	20	0.00015967
8	24	0.00015967
8	28	0.00015967
8	32	0.00015967
8	36	0.00015967
8	40	0.00015967
8	44	0.00015967
8	48	0.00015967
8	52	0.00015967
8	56	0.00015967
8	60	0.00015967

12	0	0.000962014
12	4	0.000962014
12	8	0.000962014
12	12	0.000962014
12	16	0.000962014
12	20	0.000962014
12	24	0.000962014
12	28	0.000962014
12	32	0.000962014
12	36	0.000962014
12	40	0.000962014
12	44	0.000962014
12	48	0.000962014
12	52	0.000962014
12	56	0.000962014
12	60	0.000962014

16	0	0.00418147
16	4	0.00418147
16	8	0.00418147
16	12	0.00418147
16	16	0.00418147
16	20	0.00418147
16	24	0.00418147
16	28	0.00418147
16	32	0.00418147
16	36	0.00418147
16	40	0.00418147
16	44	0.00418147
16	48	0.00418147
16	52	0.00418147
16	56	0.00418147
16	60	0.00418147

20	0	0.0131119
20	4	0.0131119
20	8	0.0131119
20	12	0.0131119
20	16	0.0131119
20	20	0.0131119
20	24	0.0131119
20	28	0.0131119
20	32	0.0131119
20	36	0.0131119
20	40	0.0131119
20	44	0.0131119
20	48	0.0131119
20	52	0.0131119
20	56	0.0131119
20	60	0.0131119

24	0	0.0296614
24	4	0.0296614
24	8	0.0296614
24	12	0.0296614
24	16	0.0296614
24	20	0.0296614
24	24	0.0296614
24	28	0.0296614
24	32	0.0296614
24	36	0.0296614
24	40	0.0296614
24	44	0.0296614
24	48	0.0296614
24	52	0.0296614
24	56	0.0296614
24	60	0.0296614

28	0	0.0484068
28	4	0.0484068
28	8	0.0484068
28	12	0.0484068
28	16	0.0484068
28	20	0.0484068
28	24	0.0484068
28	28	0.0484068
28	32	0.0484068
28	36	0.0484068
28	40	0.0484068
28	44	0.0484068
28	48	0.0484068
28	52	0.0484068
28	56	0.0484068
28	60	0.0484068

32	0	0.0569918
32	4	0.0569918
32	8	0.0569918
32	12	0.0569918
32	16	0.0569918
32	20	0.0569918
32	24	0.0569918
32	28	0.0569918
32	32	0.0569918
32	36	0.0569918
32	40	0.0569918
32	44	0.0569918
32	48	0.0569918
32	52	0.0569918
32	56	0.0569918
32	60	0.0569918

36	0	0.0484068
36	4	0.0484068
36	8	0.0484068
36	12	0.0484068
36	16	0.0484068
36	20	0.0484068
36	24	0.0484068
36	28	0.0484068
36	32	0.0484068
36	36	0.0484068
36	40	0.0484068
36	44	0.0484068
36	48	0.0484068
36	52	0.0484068
36	56	0.0484068
36	60	0.0484068

40	0	0.0296614
40	4	0.0296614
40	8	0.0296614
40	12	0.0296614
40	16	0.0296614
40	20	0.0296614
40	24	0.0296614
40	28	0.0296614
40	32	0.0296614
40	36	0.0296614
40	40	0.0296614
40	44	0.0296614
40	48	0.0296614
40	52	0.0296614
40	56	0.0296614
40	60	0.0296614

44	0	0.0131119
44	4	0.0131119
44	8	0.0131119
44	12	0.0131119
44	16	0.0131119
44	20	0.0131119
44	24	0.0131119
44	28	0.0131119
44	32	0.0131119
44	36	0.0131119
44	40	0.0131119
44	44	0.0131119
44	48	0.0131119
44	52	0.0131119
44	56	0.0131119
44	60	0.0131119

48	0	0.00418147
48	4	0.00418147
48	8	0.00418147
48	12	0.00418147
48	16	0.00418147
48	20	0.00418147
48	24	0.00418147
48	28	0.00418147
48	32	0.00418147
48	36	0.00418147
48	40	0.00418147
48	44	0.00418147
48	48	0.00418147
48	52	0.00418147
48	56	0.00418147
48	60	0.00418147

52	0	0.000962014
52	4	0.000962014
52	8	0.000962014
52	12	0.000962014
52	16	0.000962014
52	20	0.000962014
52	24	0.000962014
52	28	0.000962014
52	32	0.000962014
52	36	0.000962014
52	40	0.000962014
52	44	0.000962014
52	48	0.000962014
52	52	0.000962014
52	56	0.000962014
52	60	0.000962014

56	0	0.00015967
56	4	0.00015967
56	8	0.00015967
56	12	0.00015967
56	16	0.00015967
56	20	0.00015967
56	24	0.00015967
56	28	0.00015967
56	32	0.00015967
56	36	0.00015967
56	40	0.00015967
56	44	0.00015967
56	48	0.00015967
56	52	0.00015967
56	56	0.00015967
56	60	0.00015967

60	0	1.91186e-05
60	4	1.91186e-05
60	8	1.91186e-05
60	12	1.91186e-05
60	16	1.91186e-05
60	20	1.91186e-05
60	24	1.91186e-05
60	28	1.91186e-05
60	32	1.91186e-05
60	36	1.91186e-05
60	40	1.91186e-05
60	44	1.91186e-05
60	48	1.91186e-05
60	52	1.91186e-05
60	56	1.91186e-05
60	60	1.91186e-05

64	0	1.6515e-06
64	4	1.6515e-06
64	8	1.6515e-06
64	12	1.6515e-06
64	16	1.6515e-06
64	20	1.6515e-06
64	24	1.6515e-06
64	28	1.6515e-06
64	32	1.6515e-06
64	36	1.6515e-06
64	40	1.6515e-06
64	44	1.6515e-06
64	48	1.6515e-06
64	52	1.6515e-06
64	56	1.6515e-06
64	60	1.6515e-06

68	0	1.02917e-07
68	4	1.02917e-07
68	8	1.02917e-07
68	12	1.02917e-07
68	16	1.02917e-07
68	20	1.02917e-07
68	24	1.02917e-07
68	28	1.02917e-07
68	32	1.02917e-07
68	36	1.02917e-07
68	40	1.02917e-07
68	44	1.02917e-07
68	48	1.02917e-07
68	52	1.02917e-07
68	56	1.02917e-07
68	60	1.02917e-07

72	0	4.6269e-09
72	4	4.6269e-09
72	8	4.6269e-09
72	12	4.6269e-09
72	16	4.6269e-09
72	20	4.6269e-09
72	24	4.6269e-09
72	28	4.6269e-09
72	32	4.6269e-09
72	36	4.6269e-09
72	40	4.6269e-09
72	44	4.6269e-09
72	48	4.6269e-09
72	52	4.6269e-09
72	56	4.6269e-09
72	60	4.6269e-09

76	0	1.50065e-10
76	4	1.50065e-10
76	8	1.50065e-10
76	12	1.50065e-10
76	16	1.50065e-10
76	20	1.50065e-10
76	24	1.50065e-10
