4.8	-7.85398
9.6	-1.74533
14.4	-0.678739
19.2	-0.327249
24	-0.174533
28.8	-0.0969627
33.6	-0.0534284
38.4	-0.0272708
43.2	-0.0107736
48	-5.81311e-17
52.8	0.0072121
57.6	0.0121203
62.4	0.0154911
67.2	0.0178095
72	0.0193925
76.8	0.0204531
81.6	0.0211372
86.4	0.0215473
91.2	0.0217562
96	0.0218166
100.8	0.0217671
105.6	0.0216363
110.4	0.0214454
115.2	0.0212106
120	0.020944
124.8	0.0206548
129.6	0.0203502
134.4	0.0200357
139.2	0.0197154
144	0.0193925
148.8	0.0190697
153.6	0.0187487
158.4	0.0184309
163.2	0.0181176
168	0.0178095
172.8	0.0175072
177.6	0.0172111
182.4	0.0169215
187.2	0.0166386
192	0.0163625
