4.8	9.4407
9.6	4.69515
14.4	3.11695
19.2	2.33097
24	1.86208
28.8	1.55191
33.6	1.33262
38.4	1.1704
43.2	1.04653
48	-3893.03
52.8	73.0972
57.6	113.26
62.4	-4.12309
67.2	81.5334
72	13.2154
76.8	1.73533
81.6	-4.82076
86.4	-1.04687
91.2	-0.749354
96	0.104542
100.8	-0.403569
105.6	0.663079
110.4	0.0413292
115.2	0.732453
120	0.189265
124.8	-0.0805697
129.6	2.10079
134.4	-15.6894
139.2	-0.0496813
144	6.24983
148.8	0.959201
153.6	-3.23047
158.4	-1.00712
163.2	0.659562
168	-0.464852
172.8	4.57066
177.6	4.26618
182.4	0.0717954
187.2	0.0547753
192	-3.78235
