0.00182756	1.48428
0.00365513	2.96857
0.00548269	4.45285
0.00731026	5.93714
0.00913782	7.42142
0.0109654	8.9057
0.012793	10.39
0.0146205	11.8743
0.0164481	13.3586
0.0182756	14.8428
0.0201032	16.3271
0.0219308	17.8114
0.0237583	19.2957
0.0255859	20.78
0.0274135	22.2643
0.029241	23.7485
0.0310686	25.2328
0.0328962	26.7171
0.0347237	28.2014
0.0365513	29.6857
0.0383789	31.17
0.0402064	32.6542
0.042034	34.1385
0.0438616	35.6228
0.0456891	37.1071
0.0475167	38.5914
0.0493442	40.0757
0.0511718	41.5599
0.0529994	43.0442
0.0548269	44.5285
0.0566545	46.0128
0.0584821	47.4971
0.0603096	48.9814
0.0621372	50.4657
0.0639648	51.9499
0.0657923	53.4342
0.0676199	54.9185
0.0694475	56.4028
0.071275	57.8871
0.0731026	59.3714
