0.1	0.00182756
0.2	0.00365513
0.3	0.00548269
0.4	0.00731026
0.5	0.00913782
0.6	0.0109654
0.7	0.012793
0.8	0.0146205
0.9	0.0164481
1	0.0182756
1.1	0.0201032
1.2	0.0219308
1.3	0.0237583
1.4	0.0255859
1.5	0.0274135
1.6	0.029241
1.7	0.0310686
1.8	0.0328962
1.9	0.0347237
2	0.0365513
2.1	0.0383789
2.2	0.0402064
2.3	0.042034
2.4	0.0438616
2.5	0.0456891
2.6	0.0475167
2.7	0.0493442
2.8	0.0511718
2.9	0.0529994
3	0.0548269
3.1	0.0566545
3.2	0.0584821
3.3	0.0603096
3.4	0.0621372
3.5	0.0639648
3.6	0.0657923
3.7	0.0676199
3.8	0.0694475
3.9	0.071275
4	0.0731026
